CBSA,CBSA Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
"Hanford-Corcoran, CA",25260,2020-12-07,123,Unhealthy for Sensitive Groups,PM2.5,06-031-1004,3
"Hanford-Corcoran, CA",25260,2020-12-08,124,Unhealthy for Sensitive Groups,PM2.5,06-031-0004,3
"Hanford-Corcoran, CA",25260,2020-12-09,135,Unhealthy for Sensitive Groups,PM2.5,06-031-1004,3
"Hanford-Corcoran, CA",25260,2020-12-10,114,Unhealthy for Sensitive Groups,PM2.5,06-031-1004,3
"Hanford-Corcoran, CA",25260,2020-12-11,118,Unhealthy for Sensitive Groups,PM2.5,06-031-1004,3
"Hanford-Corcoran, CA",25260,2020-12-12,88,Moderate,PM2.5,06-031-1004,3
"Hanford-Corcoran, CA",25260,2020-12-13,51,Moderate,PM2.5,06-031-1004,3
"Hanford-Corcoran, CA",25260,2020-12-14,36,Good,PM2.5,06-031-0004,3
"Hanford-Corcoran, CA",25260,2020-12-15,61,Moderate,PM2.5,06-031-1004,3
"Hanford-Corcoran, CA",25260,2020-12-16,90,Moderate,PM2.5,06-031-1004,3
"Hanford-Corcoran, CA",25260,2020-12-17,79,Moderate,PM2.5,06-031-1004,3
"Hanford-Corcoran, CA",25260,2020-12-18,59,Moderate,PM2.5,06-031-0004,3
"Hanford-Corcoran, CA",25260,2020-12-19,79,Moderate,PM2.5,06-031-1004,3
"Hanford-Corcoran, CA",25260,2020-12-20,87,Moderate,PM2.5,06-031-1004,3
"Hanford-Corcoran, CA",25260,2020-12-21,107,Unhealthy for Sensitive Groups,PM2.5,06-031-1004,3
"Hanford-Corcoran, CA",25260,2020-12-22,61,Moderate,PM2.5,06-031-0004,3
"Hanford-Corcoran, CA",25260,2020-12-23,72,Moderate,PM2.5,06-031-1004,3
"Hanford-Corcoran, CA",25260,2020-12-24,89,Moderate,PM2.5,06-031-1004,3
"Hanford-Corcoran, CA",25260,2020-12-25,89,Moderate,PM2.5,06-031-1004,3
"Hanford-Corcoran, CA",25260,2020-12-26,51,Moderate,PM2.5,06-031-0004,3
"Hanford-Corcoran, CA",25260,2020-12-27,38,Good,PM2.5,06-031-1004,3
"Hanford-Corcoran, CA",25260,2020-12-28,34,Good,Ozone,06-031-1004,3
"Hanford-Corcoran, CA",25260,2020-12-29,57,Moderate,PM2.5,06-031-1004,3
"Hanford-Corcoran, CA",25260,2020-12-30,61,Moderate,PM2.5,06-031-0004,3
"Hanford-Corcoran, CA",25260,2020-12-31,74,Moderate,PM2.5,06-031-1004,3
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-01-01,102,Unhealthy for Sensitive Groups,PM2.5,06-037-4008,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-01-02,72,Moderate,PM2.5,06-037-1302,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-01-03,87,Moderate,PM2.5,06-037-4008,19
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-01-04,104,Unhealthy for Sensitive Groups,PM2.5,06-037-1302,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-01-05,103,Unhealthy for Sensitive Groups,PM2.5,06-037-1302,19
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-01-06,72,Moderate,PM2.5,06-037-4008,19
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-01-07,49,Good,NO2,06-037-4008,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-01-08,59,Moderate,PM2.5,06-037-4008,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-01-09,49,Good,NO2,06-037-4008,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-01-10,66,Moderate,PM2.5,06-037-1302,23
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-01-11,80,Moderate,PM2.5,06-037-1302,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-01-12,76,Moderate,PM2.5,06-037-1302,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-01-13,80,Moderate,PM2.5,06-037-4008,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-01-14,85,Moderate,PM2.5,06-037-4008,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-01-15,124,Unhealthy for Sensitive Groups,PM2.5,06-037-4008,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-01-16,91,Moderate,PM2.5,06-037-1602,23
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-01-17,40,Good,NO2,06-037-4010,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-01-18,62,Moderate,PM2.5,06-037-4004,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-01-19,58,Moderate,PM2.5,06-059-0007,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-01-20,69,Moderate,PM2.5,06-037-1302,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-01-21,48,Good,PM2.5,06-037-0016,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-01-22,59,Moderate,PM2.5,06-037-4008,23
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-01-23,59,Moderate,PM2.5,06-059-0007,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-01-24,68,Moderate,PM2.5,06-037-1302,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-01-25,99,Moderate,PM2.5,06-037-1103,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-01-26,130,Unhealthy for Sensitive Groups,PM2.5,06-037-1103,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-01-27,81,Moderate,PM2.5,06-059-0007,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-01-28,58,Moderate,NO2,06-037-4008,23
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-01-29,54,Moderate,NO2,06-037-4008,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-01-30,59,Moderate,PM2.5,06-037-4008,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-01-31,67,Moderate,PM2.5,06-037-4008,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-02-01,59,Moderate,PM2.5,06-037-4008,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-02-02,69,Moderate,PM2.5,06-037-4008,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-02-03,54,Moderate,PM10,06-037-4006,23
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-02-04,49,Good,NO2,06-037-4008,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-02-05,51,Moderate,PM2.5,06-037-4008,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-02-06,62,Moderate,PM2.5,06-037-4008,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-02-07,76,Moderate,PM2.5,06-037-4008,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-02-08,83,Moderate,PM2.5,06-037-1302,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-02-09,55,Moderate,PM2.5,06-037-1103,23
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-02-10,44,Good,NO2,06-037-1103,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-02-11,45,Good,Ozone,06-059-2022,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-02-12,52,Moderate,PM2.5,06-037-4008,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-02-13,62,Moderate,PM2.5,06-037-4008,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-02-14,66,Moderate,PM2.5,06-037-4010,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-02-15,74,Moderate,PM2.5,06-037-1302,23
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-02-16,77,Moderate,Ozone,06-037-2005,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-02-17,72,Moderate,PM2.5,06-037-4010,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-02-18,75,Moderate,PM2.5,06-037-1103,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-02-19,83,Moderate,PM2.5,06-037-1103,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-02-20,78,Moderate,PM2.5,06-037-4008,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-02-21,70,Moderate,PM2.5,06-037-4004,23
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-02-22,41,Good,Ozone,06-037-2005,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-02-23,54,Moderate,PM2.5,06-037-4010,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-02-24,62,Moderate,PM2.5,06-037-4010,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-02-25,66,Moderate,NO2,06-037-4008,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-02-26,52,Moderate,NO2,06-037-4008,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-02-27,57,Moderate,PM2.5,06-037-4008,23
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-02-28,74,Moderate,NO2,06-037-0113,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-02-29,50,Good,Ozone,06-037-4010,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-03-01,46,Good,Ozone,06-037-2005,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-03-02,44,Good,Ozone,06-037-2005,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-03-03,44,Good,Ozone,06-037-2005,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-03-04,59,Moderate,PM2.5,06-037-1103,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-03-05,72,Moderate,PM2.5,06-037-4004,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-03-06,67,Moderate,PM2.5,06-037-1103,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-03-07,41,Good,Ozone,06-037-2005,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-03-08,42,Good,Ozone,06-037-2005,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-03-09,45,Good,NO2,06-037-4008,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-03-10,28,Good,Ozone,06-037-2005,23
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-03-11,41,Good,Ozone,06-037-1201,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-03-12,43,Good,PM2.5,06-037-4008,19
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-03-13,41,Good,NO2,06-037-4008,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-03-14,41,Good,Ozone,06-037-1201,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-03-15,43,Good,Ozone,06-037-2005,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-03-16,39,Good,NO2,06-037-4008,23
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-03-17,46,Good,NO2,06-037-4008,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-03-18,48,Good,NO2,06-037-4008,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-03-19,44,Good,Ozone,06-037-1201,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-03-20,43,Good,Ozone,06-037-2005,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-03-21,47,Good,Ozone,06-037-1201,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-03-22,43,Good,Ozone,06-037-2005,23
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-03-23,45,Good,Ozone,06-037-2005,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-03-24,43,Good,Ozone,06-037-2005,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-03-25,44,Good,Ozone,06-037-2005,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-03-26,45,Good,Ozone,06-037-2005,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-03-27,48,Good,NO2,06-037-4008,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-03-28,51,Moderate,Ozone,06-037-2005,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-03-29,51,Moderate,Ozone,06-037-2005,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-03-30,54,Moderate,Ozone,06-037-2005,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-03-31,74,Moderate,Ozone,06-037-2005,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-04-01,67,Moderate,Ozone,06-037-2005,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-04-02,50,Good,PM2.5,06-037-4008,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-04-03,54,Moderate,Ozone,06-037-2005,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-04-04,52,Moderate,PM2.5,06-037-4010,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-04-05,37,Good,Ozone,06-037-1701,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-04-06,41,Good,Ozone,06-037-1201,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-04-07,40,Good,Ozone,06-037-1201,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-04-08,51,Moderate,NO2,06-037-4008,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-04-09,35,Good,Ozone,06-037-2005,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-04-10,42,Good,Ozone,06-037-2005,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-04-11,49,Good,Ozone,06-037-2005,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-04-12,41,Good,PM2.5,06-037-4010,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-04-13,38,Good,Ozone,06-037-9033,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-04-14,51,Moderate,Ozone,06-037-0016,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-04-15,74,Moderate,Ozone,06-037-2005,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-04-16,71,Moderate,Ozone,06-037-2005,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-04-17,43,Good,Ozone,06-037-1701,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-04-18,40,Good,Ozone,06-037-2005,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-04-19,44,Good,Ozone,06-037-2005,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-04-20,43,Good,PM2.5,06-037-4010,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-04-21,48,Good,PM2.5,06-037-0016,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-04-22,100,Moderate,Ozone,06-037-0016,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-04-23,140,Unhealthy for Sensitive Groups,Ozone,06-037-0016,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-04-24,156,Unhealthy,Ozone,06-059-2022,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-04-25,182,Unhealthy,Ozone,06-037-2005,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-04-26,166,Unhealthy,Ozone,06-037-2005,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-04-27,108,Unhealthy for Sensitive Groups,Ozone,06-037-6012,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-04-28,185,Unhealthy,Ozone,06-037-6012,19
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-04-29,147,Unhealthy for Sensitive Groups,Ozone,06-037-6012,19
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-04-30,143,Unhealthy for Sensitive Groups,Ozone,06-037-0016,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-05-01,97,Moderate,Ozone,06-037-0016,19
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-05-02,90,Moderate,Ozone,06-037-0016,19
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-05-03,61,Moderate,Ozone,06-037-0016,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-05-04,115,Unhealthy for Sensitive Groups,Ozone,06-037-2005,19
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-05-05,159,Unhealthy,Ozone,06-037-1701,19
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-05-06,206,Very Unhealthy,Ozone,06-037-0016,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-05-07,203,Very Unhealthy,Ozone,06-037-2005,19
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-05-08,185,Unhealthy,Ozone,06-037-6012,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-05-09,143,Unhealthy for Sensitive Groups,Ozone,06-037-6012,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-05-10,97,Moderate,Ozone,06-037-2005,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-05-11,80,Moderate,Ozone,06-037-2005,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-05-12,39,Good,Ozone,06-037-1701,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-05-13,49,Good,Ozone,06-037-2005,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-05-14,48,Good,Ozone,06-037-1701,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-05-15,87,Moderate,Ozone,06-037-0016,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-05-16,140,Unhealthy for Sensitive Groups,Ozone,06-037-0016,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-05-17,77,Moderate,Ozone,06-037-2005,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-05-18,39,Good,Ozone,06-037-1201,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-05-19,45,Good,Ozone,06-037-1701,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-05-20,54,Moderate,Ozone,06-037-1701,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-05-21,97,Moderate,Ozone,06-037-2005,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-05-22,67,Moderate,PM2.5,06-037-1201,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-05-23,71,Moderate,Ozone,06-037-2005,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-05-24,108,Unhealthy for Sensitive Groups,Ozone,06-037-0016,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-05-25,140,Unhealthy for Sensitive Groups,Ozone,06-037-0016,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-05-26,147,Unhealthy for Sensitive Groups,Ozone,06-037-0016,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-05-27,136,Unhealthy for Sensitive Groups,Ozone,06-037-1201,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-05-28,161,Unhealthy,Ozone,06-037-6012,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-05-29,64,Moderate,Ozone,06-037-9033,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-05-30,56,Moderate,PM2.5,06-037-1602,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-05-31,54,Moderate,Ozone,06-037-2005,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-06-01,71,Moderate,Ozone,06-037-1701,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-06-02,122,Unhealthy for Sensitive Groups,Ozone,06-037-6012,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-06-03,129,Unhealthy for Sensitive Groups,Ozone,06-037-0016,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-06-04,108,Unhealthy for Sensitive Groups,Ozone,06-037-6012,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-06-05,49,Good,PM2.5,06-037-1201,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-06-06,38,Good,Ozone,06-037-4010,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-06-07,48,Good,Ozone,06-037-1701,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-06-08,74,Moderate,Ozone,06-037-2005,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-06-09,80,Moderate,Ozone,06-037-1701,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-06-10,143,Unhealthy for Sensitive Groups,Ozone,06-037-2005,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-06-11,161,Unhealthy,Ozone,06-037-0016,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-06-12,77,Moderate,Ozone,06-037-0016,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-06-13,61,Moderate,Ozone,06-037-0016,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-06-14,77,Moderate,Ozone,06-037-6012,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-06-15,112,Unhealthy for Sensitive Groups,Ozone,06-037-6012,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-06-16,61,Moderate,Ozone,06-037-6012,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-06-17,71,Moderate,Ozone,06-037-6012,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-06-18,64,Moderate,Ozone,06-037-6012,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-06-19,97,Moderate,Ozone,06-037-6012,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-06-20,77,Moderate,Ozone,06-037-9033,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-06-21,105,Unhealthy for Sensitive Groups,Ozone,06-037-1701,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-06-22,154,Unhealthy,Ozone,06-037-6012,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-06-23,159,Unhealthy,Ozone,06-037-6012,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-06-24,156,Unhealthy,Ozone,06-037-6012,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-06-25,112,Unhealthy for Sensitive Groups,Ozone,06-037-6012,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-06-26,126,Unhealthy for Sensitive Groups,Ozone,06-037-6012,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-06-27,119,Unhealthy for Sensitive Groups,Ozone,06-037-6012,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-06-28,42,Good,PM10,06-037-9033,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-06-29,44,Good,Ozone,06-037-6012,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-06-30,80,Moderate,Ozone,06-037-1701,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-07-01,77,Moderate,Ozone,06-037-6012,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-07-02,100,Moderate,Ozone,06-037-0016,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-07-03,129,Unhealthy for Sensitive Groups,Ozone,06-037-0016,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-07-04,169,Unhealthy,PM2.5,06-037-1103,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-07-05,225,Very Unhealthy,PM2.5,06-037-1103,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-07-06,140,Unhealthy for Sensitive Groups,Ozone,06-037-6012,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-07-07,129,Unhealthy for Sensitive Groups,Ozone,06-037-0016,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-07-08,105,Unhealthy for Sensitive Groups,Ozone,06-037-0016,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-07-09,156,Unhealthy,Ozone,06-037-0016,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-07-10,204,Very Unhealthy,Ozone,06-037-0016,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-07-11,177,Unhealthy,Ozone,06-037-1701,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-07-12,172,Unhealthy,Ozone,06-037-0016,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-07-13,112,Unhealthy for Sensitive Groups,Ozone,06-037-6012,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-07-14,90,Moderate,Ozone,06-037-0016,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-07-15,101,Unhealthy for Sensitive Groups,Ozone,06-037-6012,19
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-07-16,108,Unhealthy for Sensitive Groups,Ozone,06-037-0016,19
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-07-17,136,Unhealthy for Sensitive Groups,Ozone,06-037-0016,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-07-18,122,Unhealthy for Sensitive Groups,Ozone,06-037-1701,19
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-07-19,97,Moderate,Ozone,06-037-1701,19
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-07-20,133,Unhealthy for Sensitive Groups,Ozone,06-037-6012,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-07-21,143,Unhealthy for Sensitive Groups,Ozone,06-037-6012,19
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-07-22,100,Moderate,Ozone,06-037-6012,19
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-07-23,80,Moderate,Ozone,06-037-6012,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-07-24,115,Unhealthy for Sensitive Groups,Ozone,06-037-6012,19
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-07-25,140,Unhealthy for Sensitive Groups,Ozone,06-037-0016,19
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-07-26,143,Unhealthy for Sensitive Groups,Ozone,06-037-1701,21
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-07-27,97,Moderate,Ozone,06-037-6012,19
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-07-28,129,Unhealthy for Sensitive Groups,Ozone,06-037-6012,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-07-29,164,Unhealthy,Ozone,06-037-6012,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-07-30,161,Unhealthy,Ozone,06-037-0016,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-07-31,187,Unhealthy,Ozone,06-037-1701,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-08-01,161,Unhealthy,Ozone,06-037-6012,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-08-02,140,Unhealthy for Sensitive Groups,Ozone,06-037-6012,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-08-03,200,Unhealthy,Ozone,06-037-6012,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-08-04,122,Unhealthy for Sensitive Groups,Ozone,06-037-6012,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-08-05,97,Moderate,Ozone,06-037-6012,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-08-06,61,Moderate,Ozone,06-037-6012,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-08-07,93,Moderate,Ozone,06-037-6012,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-08-08,112,Unhealthy for Sensitive Groups,Ozone,06-037-0016,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-08-09,105,Unhealthy for Sensitive Groups,Ozone,06-037-1701,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-08-10,87,Moderate,Ozone,06-037-1701,22
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-08-11,112,Unhealthy for Sensitive Groups,Ozone,06-037-1701,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-08-12,147,Unhealthy for Sensitive Groups,Ozone,06-037-0016,20
"Los Angeles-Long Beach-Anaheim, CA",31080,2020-08-13,166,Unhealthy,Ozone,06-037-1701,22
