CBSA,CBSA Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
"Bakersfield, CA",12540,2019-11-11,108,Unhealthy for Sensitive Groups,Ozone,06-029-0008,14
"Bakersfield, CA",12540,2019-11-12,97,Moderate,Ozone,06-029-0008,11
"Bakersfield, CA",12540,2019-11-13,103,Unhealthy for Sensitive Groups,PM2.5,06-029-0014,11
"Bakersfield, CA",12540,2019-11-14,81,Moderate,PM2.5,06-029-0016,15
"Bakersfield, CA",12540,2019-11-15,64,Moderate,PM2.5,06-029-0014,12
"Bakersfield, CA",12540,2019-11-16,86,Moderate,PM2.5,06-029-0014,12
"Bakersfield, CA",12540,2019-11-17,104,Unhealthy for Sensitive Groups,PM2.5,06-029-0010,14
"Bakersfield, CA",12540,2019-11-18,96,Moderate,PM2.5,06-029-0014,12
"Bakersfield, CA",12540,2019-11-19,87,Moderate,Ozone,06-029-0008,12
"Bakersfield, CA",12540,2019-11-20,36,Good,Ozone,06-029-0011,14
"Bakersfield, CA",12540,2019-11-21,46,Good,PM2.5,06-029-0014,11
"Bakersfield, CA",12540,2019-11-22,62,Moderate,PM2.5,06-029-0014,11
"Bakersfield, CA",12540,2019-11-23,95,Moderate,PM2.5,06-029-0014,14
"Bakersfield, CA",12540,2019-11-24,97,Moderate,PM2.5,06-029-0014,12
"Bakersfield, CA",12540,2019-11-25,193,Unhealthy,PM10,06-029-0232,12
"Bakersfield, CA",12540,2019-11-26,94,Moderate,PM10,06-029-0232,15
"Bakersfield, CA",12540,2019-11-27,37,Good,Ozone,06-029-0008,11
"Bakersfield, CA",12540,2019-11-28,35,Good,Ozone,06-029-6001,11
"Bakersfield, CA",12540,2019-11-29,37,Good,Ozone,06-029-0011,13
"Bakersfield, CA",12540,2019-11-30,34,Good,Ozone,06-029-0007,11
"Bakersfield, CA",12540,2019-12-01,35,Good,Ozone,06-029-6001,11
"Bakersfield, CA",12540,2019-12-02,54,Moderate,PM2.5,06-029-0016,14
"Bakersfield, CA",12540,2019-12-03,83,Moderate,PM2.5,06-029-0014,10
"Bakersfield, CA",12540,2019-12-04,35,Good,PM2.5,06-029-0014,10
"Bakersfield, CA",12540,2019-12-05,39,Good,PM2.5,06-029-0014,13
"Bakersfield, CA",12540,2019-12-06,31,Good,Ozone,06-029-0232,10
"Bakersfield, CA",12540,2019-12-07,27,Good,Ozone,06-029-0014,10
"Bakersfield, CA",12540,2019-12-08,36,Good,Ozone,06-029-6001,12
"Bakersfield, CA",12540,2019-12-09,51,Moderate,PM2.5,06-029-0014,9
"Bakersfield, CA",12540,2019-12-10,59,Moderate,PM2.5,06-029-0014,10
"Bakersfield, CA",12540,2019-12-11,78,Moderate,PM2.5,06-029-0010,12
"Bakersfield, CA",12540,2019-12-12,58,Moderate,PM2.5,06-029-0014,10
"Bakersfield, CA",12540,2019-12-13,66,Moderate,PM2.5,06-029-0014,9
"Bakersfield, CA",12540,2019-12-14,74,Moderate,PM2.5,06-029-0010,13
"Bakersfield, CA",12540,2019-12-15,39,Good,Ozone,06-029-0011,10
"Bakersfield, CA",12540,2019-12-16,51,Moderate,PM2.5,06-029-0014,10
"Bakersfield, CA",12540,2019-12-17,56,Moderate,PM10,06-029-0010,12
"Bakersfield, CA",12540,2019-12-18,35,Good,PM2.5,06-029-0014,9
"Bakersfield, CA",12540,2019-12-19,55,Moderate,PM2.5,06-029-0014,10
"Bakersfield, CA",12540,2019-12-20,75,Moderate,PM2.5,06-029-0010,11
"Bakersfield, CA",12540,2019-12-21,43,Good,PM2.5,06-029-0014,10
"Bakersfield, CA",12540,2019-12-22,57,Moderate,PM10,06-029-0232,10
"Bakersfield, CA",12540,2019-12-23,39,Good,PM2.5,06-029-0010,13
"Bakersfield, CA",12540,2019-12-24,38,Good,PM2.5,06-029-0014,10
"Bakersfield, CA",12540,2019-12-25,43,Good,PM2.5,06-029-0014,10
"Bakersfield, CA",12540,2019-12-26,33,Good,Ozone,06-029-0014,12
"Bakersfield, CA",12540,2019-12-27,36,Good,PM2.5,06-029-0014,10
"Bakersfield, CA",12540,2019-12-28,58,Moderate,PM2.5,06-029-0014,10
"Bakersfield, CA",12540,2019-12-29,60,Moderate,PM2.5,06-029-0014,13
"Bakersfield, CA",12540,2019-12-30,62,Moderate,PM2.5,06-029-0014,9
"Bakersfield, CA",12540,2019-12-31,85,Moderate,PM2.5,06-029-0014,10
"Bishop, CA",13860,2019-01-01,66,Moderate,PM2.5,06-027-1003,15
"Bishop, CA",13860,2019-01-02,38,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-01-03,33,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-01-04,31,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-01-05,37,Good,Ozone,06-027-0002,15
"Bishop, CA",13860,2019-01-06,111,Unhealthy for Sensitive Groups,PM10,06-027-0025,15
"Bishop, CA",13860,2019-01-07,73,Moderate,PM10,06-027-0025,15
"Bishop, CA",13860,2019-01-08,37,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-01-09,34,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-01-10,35,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-01-11,33,Good,Ozone,06-027-0002,15
"Bishop, CA",13860,2019-01-12,34,Good,Ozone,06-027-0002,15
"Bishop, CA",13860,2019-01-13,38,Good,Ozone,06-027-0002,15
"Bishop, CA",13860,2019-01-14,34,Good,Ozone,06-027-0002,15
"Bishop, CA",13860,2019-01-15,32,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-01-16,33,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-01-17,35,Good,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-01-18,38,Good,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-01-19,36,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-01-20,37,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-01-21,52,Moderate,PM10,06-027-1003,14
"Bishop, CA",13860,2019-01-22,40,Good,PM10,06-027-1003,14
"Bishop, CA",13860,2019-01-23,36,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-01-24,39,Good,Ozone,06-027-0002,15
"Bishop, CA",13860,2019-01-25,41,Good,Ozone,06-027-0002,14
"Bishop, CA",13860,2019-01-26,41,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-01-27,35,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-01-28,32,Good,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-01-29,31,Good,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-01-30,34,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-01-31,34,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-02-01,39,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-02-02,43,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-02-03,41,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-02-04,55,Moderate,PM10,06-027-0025,15
"Bishop, CA",13860,2019-02-05,44,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-02-06,43,Good,Ozone,06-027-0002,15
"Bishop, CA",13860,2019-02-07,42,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-02-08,39,Good,Ozone,06-027-0002,13
"Bishop, CA",13860,2019-02-09,50,Good,PM10,06-027-0025,14
"Bishop, CA",13860,2019-02-10,86,Moderate,PM10,06-027-0025,15
"Bishop, CA",13860,2019-02-11,43,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-02-12,159,Unhealthy,PM10,06-027-0022,15
"Bishop, CA",13860,2019-02-13,74,Moderate,PM10,06-027-0022,15
"Bishop, CA",13860,2019-02-14,45,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-02-15,44,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-02-16,44,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-02-17,42,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-02-18,54,Moderate,PM2.5,06-027-1003,15
"Bishop, CA",13860,2019-02-19,42,Good,Ozone,06-027-0002,14
"Bishop, CA",13860,2019-02-20,42,Good,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-02-21,45,Good,PM2.5,06-027-1003,15
"Bishop, CA",13860,2019-02-22,42,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-02-23,42,Good,Ozone,06-027-0002,15
"Bishop, CA",13860,2019-02-24,43,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-02-25,45,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-02-26,104,Unhealthy for Sensitive Groups,PM10,06-027-0022,15
"Bishop, CA",13860,2019-02-27,84,Moderate,PM10,06-027-0025,15
"Bishop, CA",13860,2019-02-28,43,Good,Ozone,06-027-0002,15
"Bishop, CA",13860,2019-03-01,41,Good,Ozone,06-027-0002,14
"Bishop, CA",13860,2019-03-02,37,Good,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-03-03,39,Good,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-03-04,39,Good,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-03-05,82,Moderate,PM10,06-027-0022,14
"Bishop, CA",13860,2019-03-06,42,Good,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-03-07,46,Good,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-03-08,44,Good,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-03-09,44,Good,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-03-10,44,Good,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-03-11,45,Good,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-03-12,45,Good,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-03-13,91,Moderate,PM10,06-027-1003,14
"Bishop, CA",13860,2019-03-14,47,Good,Ozone,06-027-0002,14
"Bishop, CA",13860,2019-03-15,47,Good,Ozone,06-027-0002,13
"Bishop, CA",13860,2019-03-16,46,Good,Ozone,06-027-0101,13
"Bishop, CA",13860,2019-03-17,48,Good,Ozone,06-027-0101,13
"Bishop, CA",13860,2019-03-18,46,Good,Ozone,06-027-0101,13
"Bishop, CA",13860,2019-03-19,49,Good,Ozone,06-027-0101,13
"Bishop, CA",13860,2019-03-20,49,Good,Ozone,06-027-0101,13
"Bishop, CA",13860,2019-03-21,47,Good,Ozone,06-027-0101,13
"Bishop, CA",13860,2019-03-22,47,Good,Ozone,06-027-0002,14
"Bishop, CA",13860,2019-03-23,48,Good,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-03-24,61,Moderate,Ozone,06-027-0002,14
"Bishop, CA",13860,2019-03-25,74,Moderate,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-03-26,71,Moderate,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-03-27,54,Moderate,PM10,06-027-0022,14
"Bishop, CA",13860,2019-03-28,48,Good,Ozone,06-027-0002,14
"Bishop, CA",13860,2019-03-29,50,Good,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-03-30,47,Good,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-03-31,47,Good,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-04-01,50,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-04-02,49,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-04-03,45,Good,Ozone,06-027-0002,15
"Bishop, CA",13860,2019-04-04,51,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-04-05,44,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-04-06,48,Good,Ozone,06-027-0002,15
"Bishop, CA",13860,2019-04-07,44,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-04-08,44,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-04-09,247,Very Unhealthy,PM10,06-027-0025,15
"Bishop, CA",13860,2019-04-10,94,Moderate,PM2.5,06-027-1003,15
"Bishop, CA",13860,2019-04-11,48,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-04-12,50,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-04-13,58,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-04-14,71,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-04-15,51,Moderate,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-04-16,58,Moderate,Ozone,06-027-0002,15
"Bishop, CA",13860,2019-04-17,50,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-04-18,41,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-04-19,47,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-04-20,80,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-04-21,71,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-04-22,53,Moderate,PM10,06-027-0021,15
"Bishop, CA",13860,2019-04-23,46,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-04-24,39,Good,Ozone,06-027-0002,14
"Bishop, CA",13860,2019-04-25,47,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-04-26,58,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-04-27,46,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-04-28,42,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-04-29,49,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-04-30,60,Moderate,PM2.5,06-027-1003,15
"Bishop, CA",13860,2019-05-01,50,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-05-02,58,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-05-03,90,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-05-04,90,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-05-05,84,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-05-06,47,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-05-07,48,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-05-08,47,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-05-09,45,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-05-10,44,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-05-11,49,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-05-12,54,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-05-13,80,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-05-14,74,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-05-15,67,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-05-16,67,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-05-17,48,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-05-18,69,Moderate,PM10,06-027-0022,15
"Bishop, CA",13860,2019-05-19,59,Moderate,PM10,06-027-0021,15
"Bishop, CA",13860,2019-05-20,49,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-05-21,67,Moderate,Ozone,06-027-0002,15
"Bishop, CA",13860,2019-05-22,44,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-05-23,43,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-05-24,42,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-05-25,51,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-05-26,67,Moderate,Ozone,06-027-0002,15
"Bishop, CA",13860,2019-05-27,47,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-05-28,44,Good,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-05-29,48,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-05-30,87,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-05-31,77,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-06-01,74,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-06-02,80,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-06-03,87,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-06-04,74,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-06-05,64,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-06-06,101,Unhealthy for Sensitive Groups,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-06-07,48,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-06-08,63,Moderate,PM10,06-027-0021,15
"Bishop, CA",13860,2019-06-09,47,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-06-10,54,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-06-11,48,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-06-12,54,Moderate,PM2.5,06-027-1003,15
"Bishop, CA",13860,2019-06-13,74,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-06-14,61,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-06-15,64,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-06-16,84,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-06-17,84,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-06-18,74,Moderate,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-06-19,77,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-06-20,97,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-06-21,53,Moderate,PM10,06-027-0002,14
"Bishop, CA",13860,2019-06-22,50,Good,PM10,06-027-0021,14
"Bishop, CA",13860,2019-06-23,48,Good,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-06-24,97,Moderate,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-06-25,105,Unhealthy for Sensitive Groups,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-06-26,90,Moderate,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-06-27,71,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-06-28,93,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-06-29,90,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-06-30,87,Moderate,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-07-01,61,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-07-02,87,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-07-03,80,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-07-04,64,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-07-05,87,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-07-06,101,Unhealthy for Sensitive Groups,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-07-07,87,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-07-08,54,Moderate,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-07-09,46,Good,Ozone,06-027-0002,14
"Bishop, CA",13860,2019-07-10,49,Good,Ozone,06-027-0101,13
"Bishop, CA",13860,2019-07-11,54,Moderate,Ozone,06-027-0101,13
"Bishop, CA",13860,2019-07-12,49,Good,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-07-13,47,Good,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-07-14,48,Good,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-07-15,48,Good,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-07-16,61,Moderate,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-07-17,58,Moderate,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-07-18,46,Good,Ozone,06-027-0002,13
"Bishop, CA",13860,2019-07-19,46,Good,Ozone,06-027-0002,13
"Bishop, CA",13860,2019-07-20,44,Good,Ozone,06-027-0002,13
"Bishop, CA",13860,2019-07-21,42,Good,Ozone,06-027-0002,13
"Bishop, CA",13860,2019-07-22,43,Good,Ozone,06-027-0002,13
"Bishop, CA",13860,2019-07-23,42,Good,Ozone,06-027-0002,13
"Bishop, CA",13860,2019-07-24,46,Good,Ozone,06-027-0002,13
"Bishop, CA",13860,2019-07-25,64,Moderate,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-07-26,58,Moderate,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-07-27,54,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-07-28,54,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-07-29,45,Good,Ozone,06-027-0002,15
"Bishop, CA",13860,2019-07-30,49,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-07-31,71,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-08-01,64,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-08-02,80,Moderate,Ozone,06-027-0002,15
"Bishop, CA",13860,2019-08-03,84,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-08-04,84,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-08-05,77,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-08-06,50,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-08-07,49,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-08-08,67,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-08-09,51,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-08-10,47,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-08-11,51,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-08-12,58,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-08-13,67,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-08-14,50,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-08-15,71,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-08-16,80,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-08-17,74,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-08-18,50,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-08-19,44,Good,Ozone,06-027-0002,15
"Bishop, CA",13860,2019-08-20,47,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-08-21,49,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-08-22,77,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-08-23,54,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-08-24,54,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-08-25,58,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-08-26,50,Good,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-08-27,58,Moderate,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-08-28,58,Moderate,Ozone,06-027-0101,13
"Bishop, CA",13860,2019-08-29,54,Moderate,Ozone,06-027-0101,13
"Bishop, CA",13860,2019-08-30,51,Moderate,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-08-31,48,Good,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-09-01,49,Good,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-09-02,101,Unhealthy for Sensitive Groups,PM10,06-027-1001,14
"Bishop, CA",13860,2019-09-03,45,Good,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-09-04,61,Moderate,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-09-05,58,Moderate,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-09-06,71,Moderate,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-09-07,80,Moderate,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-09-08,61,Moderate,Ozone,06-027-0002,14
"Bishop, CA",13860,2019-09-09,71,Moderate,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-09-10,64,Moderate,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-09-11,47,Good,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-09-12,54,Moderate,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-09-13,48,Good,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-09-14,51,Moderate,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-09-15,71,Moderate,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-09-16,51,Moderate,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-09-17,46,Good,Ozone,06-027-0002,14
"Bishop, CA",13860,2019-09-18,54,Moderate,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-09-19,46,Good,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-09-20,38,Good,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-09-21,39,Good,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-09-22,46,Good,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-09-23,51,Moderate,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-09-24,44,Good,Ozone,06-027-0101,13
"Bishop, CA",13860,2019-09-25,35,Good,Ozone,06-027-0101,13
"Bishop, CA",13860,2019-09-26,41,Good,Ozone,06-027-0101,13
"Bishop, CA",13860,2019-09-27,87,Moderate,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-09-28,59,Moderate,PM10,06-027-0025,14
"Bishop, CA",13860,2019-09-29,45,Good,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-09-30,43,Good,Ozone,06-027-0002,14
"Bishop, CA",13860,2019-10-01,43,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-10-02,41,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-10-03,71,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-10-04,74,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-10-05,48,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-10-06,42,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-10-07,38,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-10-08,159,Unhealthy,PM2.5,06-027-0002,15
"Bishop, CA",13860,2019-10-09,638,Hazardous,PM10,06-027-0002,15
"Bishop, CA",13860,2019-10-10,43,Good,Ozone,06-027-0002,15
"Bishop, CA",13860,2019-10-11,42,Good,Ozone,06-027-0101,14
"Bishop, CA",13860,2019-10-12,44,Good,Ozone,06-027-0002,15
"Bishop, CA",13860,2019-10-13,44,Good,Ozone,06-027-0002,15
"Bishop, CA",13860,2019-10-14,45,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-10-15,44,Good,Ozone,06-027-0002,14
"Bishop, CA",13860,2019-10-16,42,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-10-17,84,Moderate,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-10-18,41,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-10-19,39,Good,Ozone,06-027-0101,15
"Bishop, CA",13860,2019-10-20,43,Good,Ozone,06-027-0101,15
